Price,Boat Type,Type,Material,Location,Number of views last 7 days,Year Built,Width,Length,Manufacturer,Currency,is European
18210.0,Center console boat,"new boat from stock,Unleaded",GRP,Switzerland,593,1978,2.75,8.12,Saga power boats,CHF,Not European
18200.0,Fishing Boat,new boat from stock,Aluminium,Switzerland,527,2001,2.3,6.01,Finnmaster power boats,CHF,Not European
18200.0,Motor Yacht,"Used boat,Unleaded",Thermoplastic,Switzerland,265,1993,2.28,6.77,Draco power boats,CHF,Not European
17500.0,"Classic,Launch",Used boat,Wood,Netherlands,466,2006,2.43,6.5,Sessa power boats,EUR,European
17500.0,Deck Boat,"Used boat,Unleaded",PVC,France,73,2020,2.45,5.64,Jeanneau power boats,EUR,European
17500.0,Motor Yacht,Used boat,Steel,Netherlands,43,2020,2.5,6.89,BMA power boats,EUR,European
17500.0,Motor Yacht,Used boat,Steel,Netherlands,394,2019,2.47,6.6,Atlantic Marine power boats,EUR,European
17500.0,Pilothouse,"Used boat,Gas",GRP,Portugal,863,1992,2.43,7.0,Sea Ray power boats,EUR,European
17500.0,Classic,"Used boat,Unleaded",Wood,Netherlands,235,2020,1.9,4.75,Galia power boats,EUR,European
17500.0,Trawler,Used boat,Steel,Netherlands,135,2016,2.28,5.01,Capelli power boats,EUR,European
17490.0,Cabin Boat,"Used boat,Diesel",GRP,Germany,457,2004,2.05,5.5,Rio Iberica power boats,EUR,European
17490.0,Cabin Boat,"Used boat,Diesel",GRP,Germany,135,2019,2.25,5.67,Yamarin power boats,EUR,European
18900.0,Fishing Boat,"new boat from stock,Unleaded",Aluminium,Switzerland,49,1991,2.4,6.45,Intermare power boats,CHF,Not European
17500.0,Trawler,Used boat,Steel,Netherlands,241,1997,2.59,8.0,Monterey power boats,EUR,European
18900.0,Sport Boat,"Used boat,Unleaded",Plastic,Switzerland,190,1989,3.18,9.23,Azimut power boats,CHF,Not European
18900.0,Sport Boat,"Used boat,Unleaded",Plastic,Switzerland,62,2020,2.12,5.03,Quicksilver power boats,CHF,Not European
19500.0,Water ski,"Used boat,Unleaded",GRP,Switzerland,146,1992,2.98,8.8,Kelt power boats,CHF,Not European
19500.0,Pontoon Boat,"Used boat,Unleaded",GRP,Switzerland,145,2002,2.72,7.4,Ocqueteau power boats,CHF,Not European
18000.0,Deck Boat,"Used boat,Diesel",GRP,Netherlands,141,2007,2.33,6.0,Correct Craft power boats,EUR,European
18000.0,Sport Boat,Used boat,GRP,Italy,139,2006,2.75,7.5,BÃ©nÃ©teau power boats,EUR,European
18000.0,Sport Boat,"Used boat,Unleaded",GRP,Italy,352,1978,3.43,10.45,Riva power boats,EUR,European
18000.0,Motor Yacht,"Used boat,Diesel",GRP,Portugal,190,1979,3.2,9.5,Cytra power boats,EUR,European
18000.0,Pilothouse,"Used boat,Unleaded",GRP,Italy,111,1996,2.59,7.5,Crownline power boats,EUR,European
18000.0,Cabin Boat,"Used boat,Diesel",GRP,Spain,100,1989,2.48,7.0,Ilver power boats,EUR,European
18000.0,Sport Boat,"Used boat,Unleaded",PVC,Spain,297,2004,2.54,6.65,Four Winns power boats,EUR,European
18000.0,Sport Boat,"Used boat,Unleaded",GRP,Portugal,373,1991,2.5,10.8,Tullio Abbate power boats,EUR,European
18000.0,Flybridge,"Used boat,Unleaded",GRP,Italy,154,1992,2.55,6.83,BÃ©nÃ©teau power boats,EUR,European
18000.0,Bowrider,"Used boat,Unleaded",PVC,Spain,86,2020,2.29,5.47,Quicksilver (Brunswick Marine) power boats,EUR,European
18000.0,Sport Boat,"Used boat,Diesel",GRP,Italy,140,2020,2.2,5.65,Ranieri International power boats,EUR,European
18000.0,Pilothouse,"Used boat,Diesel",GRP,Italy,63,2020,2.0,5.0,Pioner power boats,EUR,European
18800.0,Sport Boat,"Used boat,Unleaded",PVC,France,87,2018,2.29,5.18,Sunchaser power boats,EUR,European
18750.0,Center console boat,new boat from stock,GRP,Germany,49,2020,2.46,5.79,Jeanneau power boats,EUR,European
18700.0,Center console boat,"Used boat,Unleaded",GRP,Germany,95,2007,2.0,5.0,Campion power boats,EUR,European
18700.0,Sport Boat,"Used boat,Unleaded",GRP,Germany,110,2003,2.51,7.15,BÃ©nÃ©teau power boats,EUR,European
18690.0,Center console boat,"new boat from stock,Unleaded",GRP,Switzerland,142,2020,2.32,5.42,Master power boats,EUR,Not European
20000.0,Cabin Boat,"Used boat,Unleaded",GRP,Switzerland,422,1988,2.54,7.28,Baja power boats,CHF,Not European
19990.0,Sport Boat,"Used boat,Unleaded",GRP,Switzerland,417,1976,3.4,9.3,Chris Craft power boats,CHF,Not European
19990.0,Cabin Boat,"Used boat,Unleaded",GRP,Switzerland,867,2015,2.48,6.19,Galeon power boats,CHF,Not European
18620.0,Pilothouse,new boat from stock,GRP,Italy,107,2020,2.3,6.25,Yamarin power boats,EUR,European
18600.0,Pilothouse,"Used boat,Diesel",GRP,Croatia,109,2017,2.2,6.06,Nordkapp power boats,EUR,European
20100.0,Fishing Boat,new boat from stock,GRP,Switzerland,483,2001,2.5,5.78,Regal power boats,CHF,Not European
19900.0,Runabout,new boat from stock,GRP,Switzerland,84,2020,1.85,4.54,Quicksilver (Brunswick Marine) power boats,CHF,Not European
19900.0,Sport Boat,"Used boat,Unleaded",Plastic,Switzerland,164,1982,3.0,9.3,Cascaruda power boats,CHF,Not European
137800.0,Center console boat,new boat from stock,GRP,Denmark,507,1988,3.04,8.66,Nidelv power boats,DKK,European
18515.0,Sport Boat,new boat from stock,Aluminium,Germany,771,1997,2.54,7.85,Windy power boats,EUR,European
19500.0,Trawler,Used boat,Steel,Netherlands,420,1992,2.5,8.35,Wellcraft power boats,EUR,European
19500.0,Cabin Boat,Used boat,GRP,Netherlands,284,1965,1.9,6.0,Schneiter power boats,EUR,European
19500.0,Cabin Boat,Used boat,Steel,Netherlands,888,2020,1.85,6.6,The Captains power boats,EUR,European
19500.0,Motor Yacht,"Used boat,Unleaded",GRP,Germany,84,2019,2.25,5.6,AMT power boats,EUR,European
19500.0,Cabin Boat,Used boat,GRP,Steinwiesen,273,1995,2.65,9.25,Bruno Abbate power boats,EUR,Not European
19490.0,Cabin Boat,Unleaded,GRP,Germany,485,2006,2.75,7.3,Faeton power boats,EUR,European
21000.0,Pontoon Boat,"Used boat,Diesel",GRP,Switzerland,157,2020,2.2,5.73,Yamarin power boats,CHF,Not European
20950.0,Motor Yacht,"new boat from stock,Unleaded",GRP,Switzerland,607,1995,2.5,7.5,Nidelv power boats,CHF,Not European
19300.0,Center console boat,"new boat from stock,Unleaded",GRP,Germany,198,2020,2.0,5.3,ERC power boats,EUR,European
20800.0,Pontoon Boat,new boat from stock,Wood,Switzerland,99,2005,2.53,7.2,BÃ©nÃ©teau power boats,CHF,Not European
19900.0,Deck Boat,"new boat from stock,Unleaded",GRP,Italy,90,1984,2.78,7.68,Marex power boats,EUR,European
19900.0,Sport Boat,"new boat from stock,Unleaded",GRP,Germany,118,2003,2.8,7.49,Faeton power boats,EUR,European
19900.0,Flybridge,"Used boat,Diesel",GRP,Germany,104,1989,2.9,7.5,Jeanneau power boats,EUR,European
19900.0,Motor Yacht,"Used boat,Unleaded",GRP,Germany,87,2006,2.59,7.26,Bayliner power boats,EUR,European
19900.0,Motor Yacht,Used boat,GRP,Netherlands,74,1994,2.35,6.94,Kelt power boats,EUR,European
19900.0,Bowrider,"Used boat,Unleaded",PVC,France,143,1968,2.05,5.65,Piantoni power boats,EUR,European
19900.0,Sport Boat,"Used boat,Unleaded",GRP,Germany,87,1987,2.45,7.5,Sciallino power boats,EUR,European
19900.0,Classic,"Used boat,Unleaded",GRP,Germany,199,1961,2.25,7.25,Storebro power boats,EUR,European
19900.0,Sport Boat,"Used boat,Unleaded",Aluminium,Germany,84,1990,2.5,8.0,IMP Boats power boats,EUR,European
19900.0,Pilothouse,"Used boat,Diesel",GRP,Italy,138,2017,2.5,6.1,Viko power boats,EUR,European
19900.0,Sport Boat,"Used boat,Unleaded",PVC,France,110,2018,2.4,6.5,Cantieri Nautici Ferrario power boats,EUR,European
19900.0,Deck Boat,"Used boat,Unleaded",PVC,France,69,2019,2.42,6.05,Ranieri International power boats,EUR,European
19900.0,Cabin Boat,"Used boat,Diesel",GRP,Germany,93,1995,2.9,8.61,Formula power boats,EUR,European
19900.0,Sport Boat,"Used boat,Unleaded",Wood,Germany,260,1995,2.0,5.0,Correct Craft power boats,EUR,European
19900.0,Cabin Boat,"Used boat,Unleaded",GRP,Germany,119,2008,2.42,6.5,Bella power boats,EUR,European
19900.0,Motor Yacht,"Used boat,Diesel",Steel,Belgium,605,1996,2.9,8.9,Sea Ray power boats,EUR,European
20499.0,Pilothouse,new boat from stock,GRP,Germany,100,2002,2.66,7.39,Faeton power boats,EUR,European
20490.0,Sport Boat,new boat from stock,GRP,Germany,161,2007,2.78,7.07,BÃ©nÃ©teau power boats,EUR,European
22110.0,Center console boat,new boat from stock,GRP,Switzerland,48,2020,2.42,6.05,Ranieri International power boats,CHF,Not European
22000.0,Sport Boat,"Used boat,Unleaded",GRP,Switzerland,130,1999,2.57,8.44,Bayliner power boats,CHF,Not European
22000.0,Pontoon Boat,"Used boat,Unleaded",GRP,Switzerland,100,1998,2.5,7.5,Gobbi power boats,CHF,Not European
22000.0,Bowrider,Used boat,GRP,Switzerland,103,2007,2.64,6.66,Jeanneau power boats,CHF,Not European
22000.0,Cabin Boat,"Used boat,Diesel",GRP,Switzerland,287,2007,2.0,6.0,Glastron power boats,CHF,Not European
22000.0,Hardtop,"Used boat,Unleaded",GRP,Switzerland,169,1996,2.99,8.22,Dellapasqua power boats,CHF,Not European
22000.0,Sport Boat,"Used boat,Unleaded",GRP,Switzerland,181,1986,2.2,6.4,Colombo power boats,CHF,Not European
22000.0,Pilothouse,"Used boat,Unleaded",GRP,Switzerland,94,2001,2.64,7.45,Saver power boats,CHF,Not European
21900.0,Trawler,"Used boat,Diesel",Steel,Switzerland,160,1983,2.8,7.62,Scand power boats,CHF,Not European
21396.0,Pilothouse,"new boat on order,Unleaded",GRP,Germany,231,1979,3.6,10.6,Raffaelli power boats,EUR,European
21300.0,Center console boat,new boat from stock,GRP,Italy,64,2015,2.3,5.3,Marinello power boats,EUR,European
23000.0,Pilothouse,new boat from stock,GRP,Switzerland,264,2019,2.5,6.43,BÃ©nÃ©teau power boats,CHF,Not European
23000.0,Cabin Boat,"Used boat,Unleaded",GRP,Switzerland,278,1995,2.59,8.05,Sea Ray power boats,CHF,Not European
23000.0,Sport Boat,"Used boat,Unleaded",GRP,Switzerland,195,2008,2.57,7.14,Trophy power boats,CHF,Not European
22900.0,Sport Boat,"Used boat,Unleaded",Hypalon,Switzerland,86,2018,2.22,4.89,Bayliner power boats,CHF,Not European
22900.0,Sport Boat,"Used boat,Unleaded",GRP,Switzerland,80,2018,2.0,6.0,Bayliner power boats,CHF,Not European
21090.0,Sport Boat,new boat from stock,GRP,Germany,140,1981,9.9,9.9,Fairline power boats,EUR,European
21000.0,Sport Boat,"Used boat,Diesel",GRP,Italy,321,1987,2.57,8.26,Sunseeker power boats,EUR,European
21000.0,Bowrider,"Used boat,Unleaded",GRP,Italy,165,2007,2.5,6.7,Regal power boats,EUR,European
21000.0,Cabin Boat,"Used boat,Unleaded",GRP,Italy,187,1991,2.28,6.77,Draco power boats,EUR,European
21000.0,Sport Boat,"Used boat,Diesel",PVC,France,167,1987,2.57,8.26,Sunseeker power boats,EUR,European
21000.0,Center console boat,"new boat from stock,Unleaded",GRP,France,217,1995,2.59,7.6,Chaparral power boats,EUR,European
21000.0,Cabin Boat,Used boat,GRP,Netherlands,94,2020,2.45,6.6,Saver power boats,EUR,European
21000.0,Motor Yacht,Used boat,GRP,Malta,173,1996,2.68,6.82,Aquador power boats,EUR,European
22000.0,Pilothouse,"Used boat,Unleaded",PVC,France,138,2017,2.13,5.1,Drago Boats power boats,EUR,European
22000.0,Pilothouse,"Used boat,Unleaded",PVC,France,173,2019,2.0,4.98,Morningstar power boats,EUR,European
22000.0,Pilothouse,"Used boat,Diesel",GRP,France,205,1996,5.6,2.32,Nautique power boats,EUR,European
22000.0,Water ski,"Used boat,Unleaded",GRP,Germany,158,2019,2.0,5.0,Morningstar power boats,EUR,European
22000.0,Center console boat,"Used boat,Unleaded",GRP,France,654,1990,2.45,8.1,Galaxy power boats,EUR,European
22000.0,Flybridge,"Used boat,Diesel",GRP,Italy,97,2020,2.4,6.5,Ranieri International power boats,EUR,European
22000.0,Motor Yacht,"Used boat,Diesel",GRP,Germany,104,2020,2.53,6.48,BÃ©nÃ©teau power boats,EUR,European
22000.0,Center console boat,"Used boat,Unleaded",GRP,Italy,137,2020,2.4,6.5,Ranieri International power boats,EUR,European
22000.0,Sport Boat,"Used boat,Unleaded",GRP,Italy,224,2020,2.33,6.1,Sessa power boats,EUR,European
22000.0,"Classic,Runabout","Used boat,Electric",Wood,Austria,549,2014,2.2,6.15,Clear power boats,EUR,European
22000.0,Sport Boat,"Used boat,Diesel",GRP,France,198,2018,2.2,5.3,Bella power boats,EUR,European
22000.0,Motor Yacht,Unleaded,GRP,Germany,55,2020,2.48,6.77,Jeanneau power boats,EUR,European
22000.0,Pilothouse,"Used boat,Diesel",GRP,France,85,2020,2.59,6.42,BÃ©nÃ©teau power boats,EUR,European
21990.0,Trawler,Diesel,Steel,Germany,304,2018,2.29,5.47,Quicksilver power boats,EUR,European
22880.0,Sport Boat,"new boat on order,Unleaded",GRP,Germany,276,1996,2.62,8.43,Carver power boats,EUR,European
22850.0,Deck Boat,"new boat from stock,Unleaded",GRP,Germany,457,1989,3.0,9.1,Windy power boats,EUR,European
169800.0,Sport Boat,new boat from stock,GRP,Denmark,973,2002,2.25,6.3,Bella power boats,DKK,European
22800.0,Deck Boat,new boat from stock,Aluminium,Germany,56,2020,2.12,5.07,Quicksilver (Brunswick Marine) power boats,EUR,European
22772.0,Pontoon Boat,"new boat from stock,Unleaded",Aluminium,Portugal,228,2020,2.24,6.28,Smartliner power boats,EUR,European
22765.0,Pilothouse,new boat on order,GRP,Germany,120,1992,3.29,9.5,Cranchi power boats,EUR,European
169000.0,Sport Boat,Used boat,GRP,Denmark,111,2016,2.37,6.08,Sting power boats,DKK,European
22700.0,Center console boat,"Used boat,Unleaded",PVC,France,351,2014,2.21,5.99,Sea Ray power boats,EUR,European
22680.0,Motor Yacht,new boat on order,GRP,France,308,2018,2.48,6.5,Marinello power boats,EUR,European
24500.0,Offshore Boat,"Used boat,Unleaded",GRP,Switzerland,41,2019,2.4,6.05,Ranieri International power boats,CHF,Not European
24500.0,Classic,"Used boat,Unleaded",GRP,Switzerland,131,1991,2.89,8.25,Doral power boats,CHF,Not European
24500.0,"Cabin Boat,Sport Boat,Wakeboard/Wakesurf","Used boat,Unleaded",GRP,Switzerland,377,1992,2.75,8.78,Sunseeker power boats,CHF,Not European
22520.0,Deck Boat,new boat from stock,GRP,Germany,294,2007,2.47,7.05,Bella power boats,EUR,European
23640.0,Bowrider,new boat from stock,GRP,Germany,511,1983,2.2,5.7,Boesch power boats,EUR,European
25500.0,Sport Boat,"Used boat,Unleaded",GRP,Switzerland,359,1992,2.48,7.75,Seebold power boats,CHF,Not European
23530.0,Sport Boat,"new boat from stock,Unleaded",GRP,Germany,455,2003,2.5,6.9,Stingray power boats,EUR,European
23500.0,Center console boat,Used boat,GRP,Italy,385,2001,2.3,6.1,Nidelv power boats,EUR,European
23500.0,Trawler,Diesel,Steel,Germany,27,2020,2.5,6.43,BÃ©nÃ©teau power boats,EUR,European
25000.0,Pilothouse,"Used boat,Diesel",GRP,Switzerland,252,2020,2.48,7.65,Viking power boats,CHF,Not European
25000.0,Sport Boat,"Used boat,Unleaded",GRP,Switzerland,169,1997,3.0,8.69,Bayliner power boats,CHF,Not European
25000.0,Sport Boat,Used boat,GRP,Switzerland,81,2005,3.0,9.2,ManÃ² power boats,CHF,Not European
25000.0,Classic,Used boat,Wood,Switzerland,93,2012,2.29,5.8,Marinello power boats,CHF,Not European
25000.0,Fishing Boat,new boat on order,GRP,Switzerland,131,1997,2.58,6.5,West Bay power boats,CHF,Not European
23290.0,Deck Boat,new boat from stock,GRP,Germany,143,1992,3.0,9.0,Cranchi power boats,EUR,European
24900.0,Offshore Boat,"Used boat,Unleaded",GRP,Switzerland,286,1993,2.5,7.2,Maxum power boats,CHF,Not European
25990.0,Sport Boat,"Used boat,Unleaded",GRP,Switzerland,194,2010,2.55,7.0,Seaswirl power boats,CHF,Not European
24170.0,Sport Boat,new boat from stock,GRP,Germany,196,2005,2.47,7.05,Bella power boats,EUR,European
179000.0,Sport Boat,new boat from stock,GRP,Denmark,215,1990,2.74,7.4,Boston Whaler power boats,DKK,European
179000.0,Launch,new boat from stock,GRP,Denmark,314,1979,3.78,11.0,Princess power boats,DKK,European
26000.0,Cabin Boat,"Used boat,Unleaded",GRP,Switzerland,119,2001,2.59,6.86,Cobalt power boats,CHF,Not European
26000.0,Sport Boat,"Used boat,Unleaded",GRP,Switzerland,205,1993,2.85,8.05,Apreamare power boats,CHF,Not European
25950.0,Fishing Boat,new boat from stock,GRP,Switzerland,64,2000,2.59,7.57,Cranchi power boats,CHF,Not European
24000.0,Deck Boat,"Used boat,Unleaded",PVC,France,233,1990,3.25,9.2,Bayliner power boats,EUR,European
24000.0,Motor Yacht,"Used boat,Diesel",GRP,Germany,199,1987,3.18,8.77,Polar Boats power boats,EUR,European
24000.0,Pilothouse,"Used boat,Unleaded",GRP,Italy,87,2000,2.8,7.9,Faeton power boats,EUR,European
24000.0,Pilothouse,"Used boat,Diesel",PVC,France,393,2009,2.5,7.01,Sea Ray power boats,EUR,European
24000.0,Pilothouse,"Used boat,Unleaded",PVC,France,175,2000,2.56,7.23,Maxum power boats,EUR,European
24000.0,Pilothouse,"Used boat,Unleaded",GRP,France,140,2006,2.59,7.77,Four Winns power boats,EUR,European
24000.0,"Classic,Pontoon Boat","Used boat,Unleaded",Wood,Italy,100,1992,2.47,7.85,Boston Whaler power boats,EUR,European
24000.0,Pontoon Boat,"Used boat,Diesel",GRP,Italy,851,2006,2.55,6.96,Sea Ray power boats,EUR,European
24900.0,"Classic,Motor Yacht","Used boat,Unleaded",Wood,Germany,94,1984,3.3,9.1,Skarpnes power boats,EUR,European
24900.0,Motor Yacht,"Used boat,Unleaded",GRP,Germany,90,1987,3.05,8.23,Sea Ray power boats,EUR,European
24900.0,"Classic,Runabout","Used boat,Diesel",Wood,Netherlands,66,2018,2.44,5.89,Ocqueteau power boats,EUR,European
24900.0,Sport Boat,"Used boat,Unleaded",GRP,Germany,87,2019,2.23,5.6,Saver power boats,EUR,European
24900.0,Pontoon Boat,new boat from stock,GRP,Italy,46,2018,2.36,5.21,Jeanneau power boats,EUR,European
24900.0,Pontoon Boat,"new boat from stock,Unleaded",GRP,Italy,622,2005,2.3,6.26,Nidelv power boats,EUR,European
24900.0,Cabin Boat,"Used boat,Unleaded",GRP,Spain,102,2019,2.12,5.07,Quicksilver (Brunswick Marine) power boats,EUR,European
24900.0,Water ski,"Used boat,Unleaded",GRP,Germany,288,2018,2.2,5.65,Ranieri power boats,EUR,European
24900.0,Motor Yacht,Used boat,GRP,Croatia,382,1999,2.85,8.75,Regal power boats,EUR,European
24900.0,Cabin Boat,Diesel,Steel,Germany,146,2001,2.59,7.5,Rancraft power boats,EUR,European
24900.0,"Motor Yacht,Sport Boat,Trawler","Used boat,Unleaded",GRP,Italy,87,1954,2.4,7.5,Storebro power boats,EUR,European
24900.0,Cabin Boat,"Used boat,Unleaded",Wood,Germany,95,1985,3.52,9.5,Bertram Yacht power boats,EUR,European
24900.0,Sport Boat,"Used boat,Unleaded",GRP,Germany,253,2008,2.85,8.01,Blumar power boats,EUR,European
24900.0,Pilothouse,"Used boat,Diesel",PVC,France,677,1995,2.5,8.13,Crownline power boats,EUR,European
24900.0,Pontoon Boat,"new boat from stock,Unleaded",GRP,Switzerland,313,1978,2.67,7.8,Ilver power boats,EUR,Not European
24900.0,Sport Boat,Used boat,GRP,Germany,324,1970,3.25,10.0,Blohm + Voss power boats,EUR,European
25000.0,Sport Boat,"Used boat,Unleaded",GRP,Italy,87,2008,2.0,7.0,Arvor power boats,EUR,European
25000.0,Pilothouse,"Used boat,Diesel",PVC,France,122,2001,2.96,9.4,Quicksilver power boats,EUR,European
25000.0,Bowrider,"Used boat,Unleaded",PVC,Portugal,234,2002,3.0,9.0,Jeanneau power boats,EUR,European
25000.0,Sport Boat,"Used boat,Unleaded",GRP,Croatia,144,2010,2.32,5.87,Slepsk power boats,EUR,European
25000.0,Flybridge,"Used boat,Unleaded",GRP,Italy,137,2015,2.5,7.8,Acroplast power boats,EUR,European
25000.0,Sport Boat,"Used boat,Unleaded",GRP,Italy,162,1991,3.5,10.2,Wellcraft power boats,EUR,European
25000.0,Sport Boat,Used boat,GRP,Italy,811,2009,2.44,6.7,Bayliner power boats,EUR,European
25000.0,Sport Boat,Used boat,GRP,Slovenia,69,2018,2.34,5.5,BÃ©nÃ©teau power boats,EUR,European
25000.0,Sport Boat,Used boat,GRP,Italy,167,1979,3.5,10.0,Sea Ray power boats,EUR,European
25000.0,Launch,Used boat,Aluminium,Netherlands,65,2019,2.25,6.05,Parker power boats,EUR,European
25000.0,Motor Yacht,Used boat,GRP,Greece,62,2020,2.12,5.07,Quicksilver (Brunswick Marine) power boats,EUR,European
25000.0,Pontoon Boat,"new boat from stock,Unleaded",Steel,Germany,71,2019,2.25,6.05,Parker power boats,EUR,European
25000.0,Cabin Boat,Used boat,GRP,Netherlands,320,1992,2.85,7.8,Scand power boats,EUR,European
25000.0,Sport Boat,"Used boat,Unleaded",GRP,Italy,576,1991,3.3,10.3,Hollandia power boats,EUR,European
25000.0,Launch,"Used boat,Unleaded",GRP,Spain,131,1996,3.2,8.38,Hardy Marine power boats,EUR,European
25000.0,Flybridge,"Used boat,Diesel",GRP,Italy,136,2020,2.26,5.7,Bayliner power boats,EUR,European
28000.0,"Cabin Boat,Motor Yacht","Used boat,Unleaded",Plastic,Switzerland,164,2018,1.9,6.03,FÃ¼llemann power boats,CHF,Not European
25900.0,Sport Boat,"new boat from stock,Unleaded",GRP,Germany,92,2020,2.29,5.5,Quicksilver power boats,EUR,European
25900.0,Sport Boat,new boat from stock,GRP,Germany,208,2001,2.95,7.8,Jeanneau power boats,EUR,European
25900.0,Cabin Boat,"Used boat,Unleaded",GRP,Germany,64,1996,2.98,8.73,Gobbi power boats,EUR,European
25900.0,Fishing Boat,"Used boat,Unleaded",GRP,Slovenia,535,2005,2.42,6.5,Bella power boats,EUR,European
